### data taken by AliceCQ for normal impacts Feb 6-11 2025, airsoft
##thetaI,trial, 1  , 2   , 3   , 4   , 5   , 6   , 7   , 8   
90,    1,      0.60, 0.60, 0.60, 0.72, 1.10, 0.78, 0.85, 0.67 
90,    2,      0.85, 0.67, 0.82, 0.83, 0.81, 0.65, 1.10, 0.79 
90,    3,      0.95, 1.02, 1.00, 0.86, 0.74, 0.56, 0.79, 1.02
90,    4,      0.69, 1.05, 1.15, 1.28, 1.20, 0.69, 0.56, 0.55
90,    5,      0.68, 0.82, 0.98, 0.98, 0.99, 0.97, 0.87, 0.81
90,    6,      1.11, 0.90, 0.78, 1.02, 1.11, 0.75, 0.99, 1.09
